,Confirmed,Deaths,Recovered,CurrentConfirmed
7/1/2020,155,2,153,0
7/2/2020,155,2,153,0
7/3/2020,155,2,153,0
7/4/2020,155,2,153,0
7/5/2020,155,2,153,0
7/6/2020,155,2,153,0
7/7/2020,155,2,153,0
7/8/2020,155,2,153,0
7/9/2020,155,2,153,0
7/10/2020,155,2,153,0
7/11/2020,155,2,153,0
7/12/2020,155,2,153,0
7/13/2020,155,2,153,0
7/14/2020,155,2,153,0
7/15/2020,155,2,153,0
7/16/2020,155,2,153,0
7/17/2020,155,2,153,0
7/18/2020,155,2,153,0
7/19/2020,155,2,153,0
7/20/2020,155,2,153,0
7/21/2020,155,2,153,0
7/22/2020,155,2,153,0
7/23/2020,155,2,153,0
7/24/2020,155,2,153,0
7/25/2020,155,2,153,0
7/26/2020,157,2,153,2
7/27/2020,157,2,153,2
7/28/2020,157,2,153,2
7/29/2020,157,2,153,2
7/30/2020,157,2,153,2
7/31/2020,157,2,153,2
8/1/2020,157,2,153,2
8/2/2020,157,2,153,2
8/3/2020,157,2,153,2
8/4/2020,157,2,153,2
8/5/2020,157,2,153,2
8/6/2020,157,2,154,1
8/7/2020,157,2,154,1
8/8/2020,157,2,154,1
8/9/2020,157,2,154,1
8/10/2020,157,2,154,1
8/11/2020,157,2,154,1
8/12/2020,157,2,154,1
8/13/2020,157,2,154,1
8/14/2020,157,2,154,1
8/15/2020,157,2,155,0
8/16/2020,157,2,155,0
8/17/2020,157,2,155,0
8/18/2020,157,2,155,0
8/19/2020,157,2,155,0
8/20/2020,157,2,155,0
8/21/2020,157,2,155,0
8/22/2020,157,2,155,0
8/23/2020,157,2,155,0
8/24/2020,157,2,155,0
8/25/2020,157,2,155,0
8/26/2020,157,2,155,0
8/27/2020,157,2,155,0
8/28/2020,157,2,155,0
8/29/2020,157,2,155,0
8/30/2020,157,2,155,0
8/31/2020,157,2,155,0
9/1/2020,157,2,155,0
9/2/2020,157,2,155,0
9/3/2020,157,2,155,0
9/4/2020,157,2,155,0
9/5/2020,157,2,155,0
9/6/2020,157,2,155,0
9/7/2020,157,2,155,0
9/8/2020,157,2,155,0
9/9/2020,157,2,155,0
9/10/2020,157,2,155,0
9/11/2020,157,2,155,0
9/12/2020,157,2,155,0
9/13/2020,157,2,155,0
9/14/2020,157,2,155,0
9/15/2020,157,2,155,0
9/16/2020,157,2,155,0
9/17/2020,157,2,155,0
9/18/2020,157,2,155,0
9/19/2020,157,2,155,0
9/20/2020,157,2,155,0
9/21/2020,157,2,155,0
9/22/2020,157,2,155,0
9/23/2020,157,2,155,0
9/24/2020,157,2,155,0
9/25/2020,157,2,155,0
9/26/2020,157,2,155,0
9/27/2020,157,2,155,0
9/28/2020,157,2,155,0
9/29/2020,157,2,155,0
9/30/2020,157,2,155,0
10/1/2020,157,2,155,0
10/2/2020,157,2,155,0
10/3/2020,157,2,155,0
10/4/2020,157,2,155,0
10/5/2020,157,2,155,0
10/6/2020,157,2,155,0
10/7/2020,157,2,155,0
10/8/2020,157,2,155,0
10/9/2020,157,2,155,0
10/10/2020,157,2,155,0
10/11/2020,157,2,155,0
10/12/2020,157,2,155,0
10/13/2020,157,2,155,0
10/14/2020,157,2,155,0
10/15/2020,157,2,155,0
10/16/2020,157,2,155,0
10/17/2020,157,2,155,0
10/18/2020,157,2,155,0
10/19/2020,157,2,155,0
10/20/2020,157,2,155,0
10/21/2020,157,2,155,0
10/22/2020,157,2,155,0
10/23/2020,157,2,155,0
10/24/2020,157,2,155,0
10/25/2020,157,2,155,0
10/26/2020,157,2,155,0
10/27/2020,157,2,155,0
10/28/2020,157,2,155,0
10/29/2020,157,2,155,0
10/30/2020,157,2,155,0
10/31/2020,157,2,155,0
11/1/2020,157,2,155,0
11/2/2020,157,2,155,0
11/3/2020,157,2,155,0
11/4/2020,157,2,155,0
11/5/2020,157,2,155,0
11/6/2020,157,2,155,0
11/7/2020,157,2,155,0
11/8/2020,157,2,155,0
11/9/2020,157,2,155,0
11/10/2020,157,2,155,0
11/11/2020,157,2,155,0
11/12/2020,157,2,155,0
11/13/2020,157,2,155,0
11/14/2020,157,2,155,0
11/15/2020,157,2,155,0
11/16/2020,157,2,155,0
11/17/2020,157,2,155,0
11/18/2020,157,2,155,0
11/19/2020,157,2,155,0
11/20/2020,157,2,155,0
11/21/2020,157,2,155,0
11/22/2020,157,2,155,0
11/23/2020,157,2,155,0
11/24/2020,157,2,155,0
11/25/2020,157,2,155,0
11/26/2020,157,2,155,0
11/27/2020,157,2,155,0
11/28/2020,157,2,155,0
11/29/2020,157,2,155,0
11/30/2020,157,2,155,0
12/1/2020,157,2,155,0
12/2/2020,157,2,155,0
12/3/2020,157,2,155,0
12/4/2020,157,2,155,0
12/5/2020,157,2,155,0
12/6/2020,157,2,155,0
12/7/2020,157,2,155,0
12/8/2020,157,2,155,0
12/9/2020,157,2,155,0
12/10/2020,157,2,155,0
12/11/2020,157,2,155,0
12/12/2020,157,2,155,0
12/13/2020,157,2,155,0
12/14/2020,157,2,155,0
12/15/2020,157,2,155,0
12/16/2020,157,2,155,0
12/17/2020,157,2,155,0
12/18/2020,157,2,155,0
12/19/2020,157,2,155,0
12/20/2020,157,2,155,0
12/21/2020,157,2,155,0
12/22/2020,157,2,155,0
12/23/2020,157,2,155,0
12/24/2020,157,2,155,0
12/25/2020,157,2,155,0
12/26/2020,157,2,155,0
12/27/2020,157,2,155,0
12/28/2020,157,2,155,0
12/29/2020,157,2,155,0
12/30/2020,157,2,155,0
12/31/2020,157,2,155,0
1/1/2021,157,2,155,0
1/2/2021,157,2,155,0
1/3/2021,157,2,155,0
1/4/2021,157,2,155,0
1/5/2021,157,2,155,0
1/6/2021,157,2,155,0
1/7/2021,157,2,155,0
1/8/2021,157,2,155,0
1/9/2021,157,2,155,0
1/10/2021,157,2,155,0
1/11/2021,157,2,155,0
1/12/2021,157,2,155,0
1/13/2021,157,2,155,0
1/14/2021,157,2,155,0
1/15/2021,157,2,155,0
1/16/2021,167,2,155,10
1/17/2021,197,2,155,40
1/18/2021,240,2,155,83
