,Confirmed,Deaths,Recovered,CurrentConfirmed
5/23/2020,18,0,18,0
5/24/2020,18,0,18,0
5/25/2020,18,0,18,0
5/26/2020,18,0,18,0
5/27/2020,18,0,18,0
5/28/2020,19,0,18,1
5/29/2020,19,0,18,1
5/30/2020,19,0,18,1
5/31/2020,19,0,18,1
6/1/2020,20,0,18,2
6/2/2020,20,0,18,2
6/3/2020,20,0,18,2
6/4/2020,20,0,18,2
6/5/2020,20,0,18,2
6/6/2020,20,0,18,2
6/7/2020,20,0,19,1
6/8/2020,20,0,20,0
6/9/2020,21,0,20,1
6/10/2020,21,0,20,1
6/11/2020,21,0,20,1
6/12/2020,21,0,20,1
6/13/2020,21,0,20,1
6/14/2020,21,0,20,1
6/15/2020,21,0,21,0
6/16/2020,21,0,21,0
6/17/2020,21,0,21,0
6/18/2020,21,0,21,0
6/19/2020,21,0,21,0
6/20/2020,21,0,21,0
6/21/2020,21,0,21,0
6/22/2020,21,0,21,0
6/23/2020,21,0,21,0
6/24/2020,21,0,21,0
6/25/2020,21,0,21,0
6/26/2020,21,0,21,0
6/27/2020,21,0,21,0
6/28/2020,21,0,21,0
6/29/2020,21,0,21,0
6/30/2020,21,0,21,0
7/1/2020,21,0,21,0
7/2/2020,21,0,21,0
7/3/2020,21,0,21,0
7/4/2020,21,0,21,0
7/5/2020,21,0,21,0
7/6/2020,21,0,21,0
7/7/2020,21,0,21,0
7/8/2020,21,0,21,0
7/9/2020,21,0,21,0
7/10/2020,21,0,21,0
7/11/2020,21,0,21,0
7/12/2020,21,0,21,0
7/13/2020,21,0,21,0
7/14/2020,21,0,21,0
7/15/2020,22,0,21,1
7/16/2020,22,0,21,1
7/17/2020,22,0,21,1
7/18/2020,22,0,21,1
7/19/2020,22,0,21,1
7/20/2020,22,0,21,1
7/21/2020,22,0,21,1
7/22/2020,22,0,21,1
7/23/2020,22,0,22,0
7/24/2020,22,0,22,0
7/25/2020,22,0,22,0
7/26/2020,22,0,22,0
7/27/2020,22,0,22,0
7/28/2020,22,0,22,0
7/29/2020,22,0,22,0
7/30/2020,22,0,22,0
7/31/2020,22,0,22,0
8/1/2020,22,0,22,0
8/2/2020,22,0,22,0
8/3/2020,22,0,22,0
8/4/2020,22,0,22,0
8/5/2020,22,0,22,0
8/6/2020,22,0,22,0
8/7/2020,22,0,22,0
8/8/2020,23,0,22,1
8/9/2020,23,0,22,1
8/10/2020,23,0,22,1
8/11/2020,23,0,22,1
8/12/2020,23,0,22,1
8/13/2020,23,0,22,1
8/14/2020,23,0,22,1
8/15/2020,23,0,22,1
8/16/2020,23,0,22,1
8/17/2020,23,0,22,1
8/18/2020,23,0,22,1
8/19/2020,23,0,22,1
8/20/2020,23,0,22,1
8/21/2020,23,0,22,1
8/22/2020,23,0,22,1
8/23/2020,23,0,22,1
8/24/2020,23,0,23,0
8/25/2020,23,0,23,0
8/26/2020,23,0,23,0
8/27/2020,23,0,23,0
8/28/2020,23,0,23,0
8/29/2020,23,0,23,0
8/30/2020,23,0,23,0
8/31/2020,23,0,23,0
9/1/2020,23,0,23,0
9/2/2020,23,0,23,0
9/3/2020,26,0,23,3
9/4/2020,26,0,23,3
9/5/2020,26,0,23,3
9/6/2020,26,0,23,3
9/7/2020,26,0,23,3
9/8/2020,26,0,25,1
9/9/2020,26,0,25,1
9/10/2020,26,0,25,1
9/11/2020,26,0,26,0
9/12/2020,26,0,26,0
9/13/2020,26,0,26,0
9/14/2020,26,0,26,0
9/15/2020,26,0,26,0
9/16/2020,26,0,26,0
9/17/2020,26,0,26,0
9/18/2020,26,0,26,0
9/19/2020,26,0,26,0
9/20/2020,26,0,26,0
9/21/2020,26,0,26,0
9/22/2020,26,0,26,0
9/23/2020,26,0,26,0
9/24/2020,26,0,26,0
9/25/2020,26,0,26,0
9/26/2020,27,0,26,1
9/27/2020,27,0,26,1
9/28/2020,27,0,26,1
9/29/2020,27,0,26,1
9/30/2020,27,0,27,0
10/1/2020,27,0,27,0
10/2/2020,27,0,27,0
10/3/2020,27,0,27,0
10/4/2020,27,0,27,0
10/5/2020,27,0,27,0
10/6/2020,27,0,27,0
10/7/2020,27,0,27,0
10/8/2020,27,0,27,0
10/9/2020,27,0,27,0
10/10/2020,27,0,27,0
10/11/2020,27,0,27,0
10/12/2020,27,0,27,0
10/13/2020,27,0,27,0
10/14/2020,27,0,27,0
10/15/2020,27,0,27,0
10/16/2020,27,0,27,0
10/17/2020,27,0,27,0
10/18/2020,27,0,27,0
10/19/2020,27,0,27,0
10/20/2020,27,0,27,0
10/21/2020,27,0,27,0
10/22/2020,27,0,27,0
10/23/2020,27,0,27,0
10/24/2020,27,0,27,0
10/25/2020,27,0,27,0
10/26/2020,27,0,27,0
10/27/2020,27,0,27,0
10/28/2020,27,0,27,0
10/29/2020,27,0,27,0
10/30/2020,28,0,28,0
10/31/2020,28,0,28,0
11/1/2020,28,0,28,0
11/2/2020,28,0,28,0
11/3/2020,28,0,28,0
11/4/2020,28,0,28,0
11/5/2020,29,0,28,1
11/6/2020,29,0,28,1
11/7/2020,29,0,28,1
11/8/2020,29,0,28,1
11/9/2020,29,0,28,1
11/10/2020,29,0,28,1
11/11/2020,29,0,28,1
11/12/2020,30,0,28,2
11/13/2020,30,0,28,2
11/14/2020,30,0,28,2
11/15/2020,30,0,28,2
11/16/2020,30,0,28,2
11/17/2020,30,0,29,1
11/18/2020,30,0,29,1
11/19/2020,30,0,30,0
11/20/2020,30,0,30,0
11/21/2020,32,0,32,0
11/22/2020,32,0,32,0
11/23/2020,32,0,32,0
11/24/2020,32,0,32,0
11/25/2020,32,0,32,0
11/26/2020,32,0,32,0
11/27/2020,32,0,32,0
11/28/2020,32,0,32,0
11/29/2020,32,0,32,0
11/30/2020,33,0,32,1
12/1/2020,33,0,32,1
12/2/2020,33,0,32,1
12/3/2020,34,0,32,2
12/4/2020,35,0,32,3
12/5/2020,35,0,32,3
12/6/2020,35,0,32,3
12/7/2020,35,0,32,3
12/8/2020,35,0,32,3
12/9/2020,36,0,32,4
12/10/2020,36,0,32,4
12/11/2020,36,0,32,4
12/12/2020,36,0,32,4
12/13/2020,36,0,32,4
12/14/2020,36,0,35,1
12/15/2020,36,0,35,1
12/16/2020,37,0,35,2
12/17/2020,37,0,35,2
12/18/2020,37,0,35,2
12/19/2020,37,0,35,2
12/20/2020,37,0,35,2
12/21/2020,37,0,35,2
12/22/2020,38,0,37,1
12/23/2020,38,0,37,1
12/24/2020,38,0,37,1
12/25/2020,38,0,37,1
12/26/2020,38,0,37,1
12/27/2020,38,0,37,1
12/28/2020,38,0,37,1
12/29/2020,38,0,37,1
12/30/2020,38,0,38,0
12/31/2020,38,0,38,0
1/1/2021,38,0,38,0
1/2/2021,38,0,38,0
1/3/2021,40,0,38,2
1/4/2021,40,0,38,2
1/5/2021,40,0,38,2
1/6/2021,40,0,38,2
1/7/2021,40,0,39,1
1/8/2021,40,0,40,0
1/9/2021,40,0,40,0
1/10/2021,40,0,40,0
1/11/2021,40,0,40,0
1/12/2021,40,0,40,0
1/13/2021,40,0,40,0
1/14/2021,40,0,40,0
1/15/2021,41,0,40,1
1/16/2021,44,0,40,4
1/17/2021,44,0,40,4
1/18/2021,44,0,43,1
